Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,No,Travel_Rarely,754.0,Research & Development,12.0,2,Human Resources,1,1233,2,Male,57,3,1,Sales Executive,2,Married,5483,24186,1.0,Y,Yes,13,3,4,80,1,8,3,2,0,0,0,0
38,No,Travel_Rarely,1292.0,Sales,11.0,3,Medical,1,1234,4,Female,61,2,3,Manufacturing Director,4,Single,11710,16019,1.0,Y,No,12,3,2,80,1,4,3,3,3,3,1,1
40,No,Travel_Rarely,396.0,Research & Development,5.0,3,Marketing,1,1235,3,Male,56,3,2,Sales Representative,4,Married,7133,6201,0.0,Y,No,17,3,2,80,1,8,2,1,4,2,2,1
30,No,Travel_Frequently,472.0,Research & Development,5.0,1,Marketing,1,1236,3,Female,90,2,1,Manufacturing Director,2,Single,2074,17901,3.0,Y,No,21,3,1,80,1,12,2,3,1,1,1,1
37,No,Travel_Frequently,825.0,Research & Development,6.0,1,Technical Degree,1,1237,3,Male,34,3,2,Sales Executive,3,Married,5117,14219,3.0,Y,No,12,3,3,80,0,13,2,3,10,1,0,6
42,Yes,Non-Travel,297.0,Sales,5.0,2,Other,1,1238,2,Male,75,1,2,Human Resources,2,Single,13347,24591,2.0,Y,Yes,11,4,1,80,1,22,4,2,2,2,2,2
43,No,Travel_Rarely,742.0,Research & Development,6.0,4,Life Sciences,1,1239,3,Male,51,3,3,Sales Executive,3,Divorced,13760,18224,1.0,Y,No,11,4,3,80,1,21,2,3,4,4,1,2
51,No,Non-Travel,936.0,Sales,1.0,4,Life Sciences,1,1240,2,Male,41,3,2,Research Scientist,4,Married,10312,25935,2.0,Y,No,18,3,1,80,0,19,3,3,11,2,5,4
48,No,Non-Travel,964.0,Research & Development,1.0,3,Medical,1,1241,4,Male,40,2,4,Human Resources,4,Single,13085,26371,1.0,Y,Yes,15,3,3,80,1,4,2,4,4,0,1,4
28,Yes,Non-Travel,755.0,Research & Development,4.0,1,Medical,1,1242,3,Female,58,3,1,Healthcare Representative,1,Single,4717,7947,2.0,Y,No,17,3,4,80,1,10,2,1,8,0,3,0
52,No,Travel_Frequently,243.0,Research & Development,8.0,3,Medical,1,1243,4,Female,40,3,3,Research Director,3,Married,9632,9366,4.0,Y,Yes,13,3,1,80,0,18,3,4,10,10,3,1
32,No,Travel_Rarely,462.0,Research & Development,1.0,4,Marketing,1,1244,2,Male,77,4,1,Manager,3,Single,2338,7336,1.0,Y,No,17,3,4,80,0,7,2,2,5,2,3,5
46,Yes,Travel_Rarely,201.0,Research & Development,6.0,4,Other,1,1245,4,Female,52,4,2,Manufacturing Director,3,Single,6840,7838,2.0,Y,No,14,3,4,80,0,3,2,2,2,2,2,2
38,No,Non-Travel,1419.0,Research & Development,1.0,2,Medical,1,1246,2,Female,90,2,3,Research Scientist,4,Divorced,13487,19122,2.0,Y,No,11,3,1,80,1,1,6,3,0,0,0,0
33,No,Travel_Frequently,914.0,Research & Development,5.0,2,Medical,1,1247,2,Female,40,3,1,Research Scientist,3,Married,6213,25732,2.0,Y,No,18,3,4,80,0,8,5,3,5,2,4,5
21,Yes,Travel_Frequently,545.0,Research & Development,7.0,4,Life Sciences,1,1248,4,Female,54,3,1,Research Director,2,Single,2953,14284,2.0,Y,No,15,3,3,80,1,3,3,4,3,1,3,1
35,Yes,Travel_Rarely,523.0,Research & Development,2.0,4,Medical,1,1249,3,Female,56,3,1,Sales Representative,2,Married,4133,22228,2.0,Y,Yes,14,3,3,80,1,10,3,3,8,5,2,0
23,No,Travel_Rarely,179.0,Research & Development,1.0,1,Life Sciences,1,1250,4,Male,76,1,1,Research Scientist,4,Single,6048,20612,5.0,Y,No,16,3,3,80,0,5,3,3,5,4,1,1
46,No,Travel_Rarely,762.0,Research & Development,8.0,4,Medical,1,1251,3,Female,50,3,2,Research Scientist,2,Divorced,6872,8589,1.0,Y,Yes,11,3,2,80,1,18,2,2,7,6,1,7
51,No,Travel_Frequently,184.0,Human Resources,15.0,1,Medical,1,1252,2,Female,42,4,3,Research Scientist,3,Single,11243,23225,2.0,Y,No,17,4,1,80,0,6,2,4,5,5,0,1
30,Yes,Travel_Rarely,1082.0,Research & Development,1.0,1,Marketing,1,1253,3,Male,58,3,1,Research Scientist,4,Married,5423,14022,3.0,Y,Yes,13,3,3,80,0,4,3,3,0,0,0,0
40,No,Travel_Rarely,382.0,Research & Development,1.0,4,Medical,1,1254,4,Male,93,4,3,Sales Representative,4,Married,11803,2360,3.0,Y,No,14,3,4,80,0,9,3,3,8,0,2,1
30,No,Travel_Rarely,241.0,Research & Development,3.0,3,Life Sciences,1,1255,3,Male,87,2,1,Sales Executive,4,Single,5157,19915,2.0,Y,No,19,3,4,80,1,12,3,3,9,9,3,4
31,No,Travel_Rarely,265.0,Research & Development,13.0,3,Life Sciences,1,1256,4,Female,70,4,1,Laboratory Technician,2,Single,3523,23978,3.0,Y,No,17,3,3,80,1,11,5,2,3,3,3,3
44,No,Travel_Rarely,141.0,Sales,1.0,4,Life Sciences,1,1257,1,Male,99,3,3,Research Director,3,Married,10108,8203,4.0,Y,No,14,3,2,80,0,11,2,3,1,1,0,1
37,No,Non-Travel,653.0,Research & Development,8.0,4,Other,1,1258,3,Female,83,3,2,Laboratory Technician,3,Divorced,5859,8704,9.0,Y,No,15,3,1,80,0,18,2,3,7,0,5,0
53,No,Travel_Rarely,184.0,Research & Development,2.0,1,Technical Degree,1,1259,4,Female,83,2,3,Laboratory Technician,3,Married,8289,20333,3.0,Y,No,11,4,4,80,0,9,2,3,7,5,1,3
33,Yes,Travel_Frequently,214.0,Research & Development,11.0,3,Life Sciences,1,1260,4,Female,57,3,3,Research Scientist,1,Married,10893,26236,2.0,Y,Yes,12,4,2,80,0,8,3,3,4,4,1,0
46,No,Travel_Rarely,407.0,Research & Development,16.0,4,Life Sciences,1,1261,2,Male,64,3,2,Sales Executive,2,Divorced,9369,8569,1.0,Y,No,16,3,4,80,0,17,0,3,3,3,2,3
38,No,Travel_Rarely,885.0,Sales,5.0,3,Medical,1,1262,1,Female,95,2,3,Research Scientist,3,Divorced,8615,12809,2.0,Y,Yes,12,3,1,80,0,11,2,3,2,2,2,2
44,No,Travel_Rarely,409.0,Human Resources,3.0,5,Medical,1,1263,1,Female,94,4,2,Sales Executive,4,Married,8391,19008,3.0,Y,No,11,3,1,80,1,11,3,3,1,1,1,1
33,No,Travel_Rarely,672.0,Research & Development,2.0,3,Life Sciences,1,1264,1,Male,80,3,2,Sales Executive,4,Married,9312,23324,5.0,Y,No,17,3,2,80,2,6,3,1,5,4,3,5
37,No,Travel_Rarely,701.0,Research & Development,6.0,1,Life Sciences,1,1265,4,Female,36,4,2,Sales Executive,1,Married,4593,2931,3.0,Y,No,20,3,3,80,0,0,2,3,0,0,0,0
36,No,Travel_Rarely,937.0,Research & Development,20.0,2,Life Sciences,1,1266,3,Male,40,3,1,Research Scientist,2,Single,4212,7073,4.0,Y,No,12,3,2,80,1,2,3,3,1,1,0,1
29,Yes,Travel_Rarely,167.0,Research & Development,2.0,4,Life Sciences,1,1267,2,Female,61,3,1,Sales Executive,3,Divorced,7663,24359,4.0,Y,No,18,4,4,80,0,2,5,3,1,1,1,1
43,Yes,Travel_Frequently,,Research & Development,3.0,5,Life Sciences,1,1268,4,Male,68,3,1,Research Director,3,Single,5693,15173,3.0,Y,No,18,3,3,80,0,9,3,3,3,2,1,3
43,No,Non-Travel,231.0,Research & Development,1.0,1,Life Sciences,1,1269,4,Male,73,3,2,Sales Executive,1,Single,4533,20976,3.0,Y,No,11,3,1,80,0,12,3,2,1,1,1,1
42,Yes,Travel_Rarely,,Research & Development,4.0,1,Medical,1,1270,2,Male,49,2,2,Research Scientist,4,Divorced,9085,3670,,Y,Yes,12,3,3,80,0,5,2,1,2,1,2,2
51,No,Travel_Rarely,500.0,Research & Development,8.0,4,Medical,1,1271,4,Male,84,2,3,Sales Representative,4,Married,9754,4358,2.0,Y,No,21,3,2,80,1,13,3,2,10,5,2,3
50,Yes,Travel_Frequently,684.0,Research & Development,3.0,1,Life Sciences,1,1272,3,Male,88,3,3,Sales Executive,4,Single,12344,20395,5.0,Y,No,11,3,3,80,0,0,2,3,0,0,0,0
34,No,Travel_Rarely,195.0,Human Resources,1.0,1,Medical,1,1273,2,Female,44,2,1,Laboratory Technician,3,Single,3457,11456,2.0,Y,No,13,3,4,80,1,12,6,3,4,4,4,4
40,No,Travel_Rarely,614.0,Sales,13.0,4,Medical,1,1274,4,Male,84,2,2,Manager,4,Married,7804,25556,2.0,Y,No,22,3,4,80,1,13,2,3,2,0,2,2
31,No,Travel_Rarely,1357.0,Research & Development,3.0,4,Marketing,1,1275,1,Male,40,3,1,Laboratory Technician,4,Divorced,3732,12826,5.0,Y,Yes,13,4,3,80,1,13,6,3,10,2,2,2
37,No,Travel_Rarely,1054.0,Sales,3.0,4,Other,1,1276,4,Female,64,3,2,Sales Executive,3,Single,7905,23091,3.0,Y,No,20,3,2,80,0,5,2,3,1,1,1,1
32,Yes,Travel_Rarely,972.0,Research & Development,4.0,3,Life Sciences,1,1277,3,Female,91,3,1,Healthcare Representative,1,Single,3678,15629,5.0,Y,No,11,3,3,80,0,9,3,3,8,6,0,3
52,No,Travel_Rarely,615.0,Sales,9.0,3,Technical Degree,1,1278,4,Male,51,3,2,Manufacturing Director,1,Married,7497,19038,2.0,Y,No,15,4,3,80,1,12,3,4,6,5,2,1
40,No,Travel_Rarely,1395.0,Research & Development,14.0,4,Medical,1,1279,1,Female,77,2,2,Research Scientist,2,Divorced,5783,18375,2.0,Y,No,19,3,3,80,1,5,2,2,3,3,3,3
35,No,Travel_Rarely,1189.0,Sales,10.0,2,Medical,1,1280,3,Male,89,3,1,Sales Executive,4,Single,5583,5056,0.0,Y,No,13,3,1,80,1,17,2,3,16,1,0,0
48,No,Non-Travel,454.0,Research & Development,1.0,2,Life Sciences,1,1281,4,Female,64,3,2,Sales Executive,3,Divorced,8215,21880,3.0,Y,No,15,4,2,80,0,12,2,2,9,1,2,3
18,Yes,Travel_Rarely,942.0,Research & Development,7.0,4,Life Sciences,1,1282,4,Male,89,3,1,Manager,4,Divorced,1790,26599,3.0,Y,No,18,3,4,80,1,0,3,2,0,0,0,0
19,Yes,Travel_Frequently,655.0,Human Resources,10.0,3,Life Sciences,1,1283,4,Female,74,2,1,Research Scientist,3,Single,6487,11731,2.0,Y,No,12,3,4,80,1,1,3,3,1,1,1,0
44,No,Travel_Rarely,380.0,Research & Development,4.0,4,Other,1,1284,2,Female,65,4,1,Sales Executive,1,Divorced,4382,10660,5.0,Y,Yes,23,3,1,80,0,14,6,2,12,6,3,1
38,No,Travel_Rarely,1018.0,Research & Development,10.0,2,Medical,1,1285,3,Female,38,2,1,Laboratory Technician,3,Married,4991,16967,1.0,Y,Yes,19,3,4,80,2,16,1,3,9,2,0,6
39,No,Travel_Rarely,681.0,Sales,15.0,4,Life Sciences,1,1286,3,Male,80,3,3,Research Director,1,Married,12476,17853,5.0,Y,No,14,3,4,80,1,19,3,2,17,5,0,2
25,No,Travel_Rarely,238.0,Sales,9.0,3,Medical,1,1287,2,Female,51,3,1,Sales Executive,4,Married,5290,11637,1.0,Y,No,14,3,1,80,0,7,2,3,4,1,1,3
37,Yes,Travel_Rarely,1308.0,Sales,1.0,3,Life Sciences,1,1288,3,Male,49,4,3,Sales Executive,2,Divorced,13197,8892,4.0,Y,Yes,22,3,4,80,0,9,3,2,8,1,6,4
55,No,Travel_Frequently,948.0,Sales,10.0,4,Life Sciences,1,1289,4,Female,94,3,3,Research Scientist,1,Divorced,10572,26284,1.0,Y,No,14,3,4,80,1,22,2,4,16,3,7,0
44,No,Travel_Rarely,875.0,Sales,15.0,3,Medical,1,1290,3,Female,54,4,3,Manufacturing Director,3,Married,12961,22698,1.0,Y,Yes,13,3,3,80,1,9,6,3,9,1,1,6
39,No,Travel_Rarely,1498.0,Research & Development,2.0,4,Medical,1,1291,2,Female,55,4,3,Laboratory Technician,4,Divorced,11321,16336,4.0,Y,No,19,3,4,80,2,15,3,3,9,3,3,1
33,No,Non-Travel,1093.0,Research & Development,1.0,3,Marketing,1,1292,4,Male,96,3,2,Sales Representative,3,Married,8813,11518,1.0,Y,No,11,3,2,80,1,4,3,3,0,0,0,0
33,No,Travel_Rarely,1469.0,Sales,1.0,4,Medical,1,1293,4,Male,50,2,1,Sales Executive,1,Divorced,5426,10864,2.0,Y,No,15,3,3,80,0,15,2,1,12,2,2,5
18,No,Travel_Rarely,1093.0,Sales,29.0,4,Medical,1,1294,2,Male,81,3,1,Research Scientist,4,Divorced,6933,11823,2.0,Y,No,15,3,4,80,0,0,3,3,0,0,0,0
39,No,Travel_Rarely,338.0,Research & Development,4.0,3,Marketing,1,1295,4,Male,66,4,3,Research Scientist,1,Single,12398,16861,1.0,Y,No,12,3,3,80,1,12,2,1,10,3,0,0
45,No,Travel_Rarely,775.0,Research & Development,3.0,1,Life Sciences,1,1296,4,Male,35,4,2,Research Scientist,3,Single,7102,2205,2.0,Y,No,11,4,2,80,1,17,3,3,11,0,2,1
23,No,Travel_Rarely,813.0,Sales,15.0,2,Medical,1,1297,2,Male,70,4,1,Laboratory Technician,3,Married,3545,18456,3.0,Y,No,15,3,3,80,2,4,3,3,1,1,1,1
31,No,Travel_Rarely,514.0,Research & Development,1.0,4,Medical,1,1298,4,Female,62,4,1,Manager,2,Divorced,4610,16422,4.0,Y,No,17,3,4,80,1,13,2,3,13,2,0,3
27,No,Travel_Rarely,534.0,Research & Development,6.0,4,Life Sciences,1,1299,4,Male,80,3,1,Research Scientist,3,Single,3331,5695,2.0,Y,No,13,3,4,80,2,5,2,4,2,2,2,0
28,No,Travel_Rarely,935.0,Sales,10.0,4,Life Sciences,1,1300,4,Male,57,3,1,Healthcare Representative,1,Married,2806,8338,5.0,Y,No,11,3,1,80,1,10,2,2,6,6,0,1
37,No,Travel_Rarely,677.0,Research & Development,1.0,1,Life Sciences,1,1301,1,Male,46,3,1,Sales Executive,2,Single,1009,8997,1.0,Y,No,20,3,3,80,1,5,3,3,2,0,0,2
18,No,Travel_Rarely,259.0,Research & Development,7.0,3,Life Sciences,1,1302,3,Female,46,3,1,Laboratory Technician,3,Married,1911,25052,,Y,Yes,17,3,1,80,1,0,2,3,0,0,0,0
43,No,Travel_Rarely,914.0,Research & Development,7.0,4,Medical,1,1303,4,Female,66,2,3,Research Scientist,2,Married,14673,25373,2.0,Y,No,14,3,3,80,1,5,2,3,4,4,4,4
44,Yes,Travel_Rarely,936.0,Research & Development,19.0,4,Life Sciences,1,1304,3,Male,99,3,3,Laboratory Technician,1,Single,9918,21598,5.0,Y,Yes,18,4,2,80,1,23,2,4,0,0,0,0
35,No,Travel_Frequently,1243.0,Sales,8.0,1,Medical,1,1305,1,Male,61,2,2,Sales Executive,3,Divorced,11326,19070,5.0,Y,No,16,3,4,80,2,6,2,3,3,3,0,3
18,No,Travel_Rarely,245.0,Research & Development,9.0,3,Life Sciences,1,1306,1,Male,39,2,1,Research Director,4,Single,5425,25805,6.0,Y,No,21,3,3,80,0,0,3,3,0,0,0,0
28,No,Travel_Rarely,740.0,Research & Development,1.0,2,Life Sciences,1,1307,4,Male,87,3,1,Sales Representative,4,Divorced,4610,20384,3.0,Y,No,17,3,3,80,2,10,3,3,10,0,0,3
48,No,Travel_Rarely,1361.0,Research & Development,2.0,3,Life Sciences,1,1308,3,Male,51,3,3,Manager,4,Single,8398,11800,0.0,Y,Yes,11,3,4,80,1,9,2,3,5,5,1,3
18,No,Travel_Rarely,471.0,Research & Development,5.0,2,Life Sciences,1,1309,4,Male,59,3,1,Sales Representative,3,Divorced,4708,11021,3.0,Y,No,13,3,2,80,1,0,3,3,0,0,0,0
34,No,Travel_Rarely,1141.0,Research & Development,7.0,1,Other,1,1310,3,Female,89,3,2,Sales Executive,3,Married,11305,18574,2.0,Y,Yes,13,3,1,80,0,16,3,3,2,1,2,2
26,No,Travel_Rarely,582.0,Research & Development,3.0,1,Life Sciences,1,1311,4,Male,37,3,1,Laboratory Technician,3,Single,7503,12271,5.0,Y,No,16,3,1,80,0,8,2,4,7,2,1,4
44,No,Travel_Rarely,355.0,Research & Development,8.0,4,Life Sciences,1,1312,1,Female,39,3,3,Research Scientist,4,Single,11593,13346,1.0,Y,No,14,3,3,80,1,7,6,1,1,1,1,1
31,No,Travel_Rarely,1095.0,Research & Development,5.0,4,Life Sciences,1,1313,4,Male,44,3,2,Sales Representative,3,Single,5832,26310,6.0,Y,No,11,3,4,80,0,5,3,3,2,2,2,2
41,No,Travel_Frequently,1198.0,Research & Development,12.0,4,Life Sciences,1,1314,4,Female,56,3,3,Sales Executive,4,Married,9377,24741,4.0,Y,No,17,3,2,80,0,7,3,3,0,0,0,0
42,No,Non-Travel,1380.0,Research & Development,8.0,3,Medical,1,1315,2,Female,90,2,1,Sales Executive,3,Divorced,3165,17196,4.0,Y,No,19,3,4,80,0,7,3,3,5,1,3,1
54,No,Travel_Rarely,1116.0,Research & Development,8.0,3,Marketing,1,1316,2,Female,74,3,3,Manufacturing Director,2,Married,13400,10169,3.0,Y,No,15,3,1,80,0,13,3,4,7,2,7,1
35,No,Travel_Rarely,530.0,Research & Development,6.0,3,Life Sciences,1,1317,4,Male,84,3,3,Sales Executive,4,Married,14037,13109,3.0,Y,Yes,16,3,2,80,3,10,2,3,0,0,0,0
40,No,Travel_Rarely,1119.0,Research & Development,29.0,3,Medical,1,1318,4,Male,53,3,2,Healthcare Representative,1,Married,8252,10275,3.0,Y,Yes,12,3,3,80,1,7,1,3,3,1,1,1
24,No,Non-Travel,147.0,Research & Development,4.0,3,Medical,1,1319,3,Female,58,4,1,Research Scientist,4,Married,4154,12530,1.0,Y,Yes,13,3,4,80,0,6,4,2,6,2,0,1
48,No,Travel_Rarely,570.0,Research & Development,4.0,4,Technical Degree,1,1320,3,Female,58,3,4,Manufacturing Director,2,Married,17087,11207,2.0,Y,No,13,3,4,80,3,2,5,2,1,1,0,1
30,No,Travel_Rarely,399.0,Sales,6.0,4,Medical,1,1321,4,Male,37,3,1,Sales Representative,3,Married,2938,13181,4.0,Y,Yes,17,3,3,80,0,12,6,3,12,9,0,4
32,No,Travel_Frequently,832.0,Research & Development,5.0,4,Life Sciences,1,1322,4,Male,68,4,1,Manufacturing Director,3,Married,4793,14491,5.0,Y,No,16,3,3,80,3,13,2,3,7,0,3,7
37,No,Travel_Rarely,1066.0,Sales,1.0,2,Medical,1,1323,3,Male,53,3,1,Sales Executive,1,Divorced,5533,18099,3.0,Y,No,14,3,1,80,3,1,6,2,1,1,1,1
23,No,Travel_Rarely,920.0,Sales,4.0,3,Marketing,1,1324,3,Female,96,3,1,Sales Executive,4,Married,3146,24202,2.0,Y,Yes,14,3,2,80,1,5,3,3,3,1,0,3
39,No,Travel_Rarely,354.0,Research & Development,4.0,2,Medical,1,1325,1,Female,78,3,1,Sales Executive,2,Single,3555,15259,3.0,Y,No,11,3,4,80,1,10,2,3,10,0,1,3
46,No,Travel_Rarely,628.0,Research & Development,18.0,1,Other,1,1326,4,Female,90,2,2,Sales Executive,2,Single,6615,7260,3.0,Y,No,21,3,3,80,1,2,5,2,1,1,1,0
40,No,Non-Travel,228.0,Research & Development,1.0,4,Technical Degree,1,1327,4,Female,43,3,3,Laboratory Technician,1,Married,13650,6708,1.0,Y,Yes,11,3,2,80,0,1,6,1,1,1,1,1
23,No,Travel_Rarely,884.0,Research & Development,8.0,3,Life Sciences,1,1328,2,Male,37,3,2,Research Scientist,4,Married,11345,18314,7.0,Y,Yes,17,3,2,80,0,5,3,3,3,3,2,2
36,Yes,Travel_Rarely,1140.0,Research & Development,12.0,4,Marketing,1,1329,2,Male,60,2,3,Research Scientist,4,Divorced,11306,26950,2.0,Y,Yes,15,3,1,80,0,10,4,3,2,1,0,2
44,No,Travel_Rarely,442.0,Research & Development,5.0,1,Medical,1,1330,2,Male,69,2,1,Sales Executive,1,Married,4217,9713,2.0,Y,No,14,3,4,80,0,5,4,4,2,2,2,2
20,Yes,Travel_Rarely,839.0,Sales,10.0,5,Medical,1,1331,1,Female,69,4,2,Research Director,4,Married,6820,4292,3.0,Y,No,15,3,3,80,0,2,3,3,2,2,2,2
27,No,Travel_Rarely,1324.0,Research & Development,20.0,5,Medical,1,1332,4,Male,75,2,1,Sales Executive,4,Divorced,4703,4152,1.0,Y,No,13,3,4,80,2,9,2,2,9,0,2,4
45,No,Travel_Frequently,261.0,Sales,2.0,3,Technical Degree,1,1333,4,Male,88,4,3,Research Scientist,1,Single,10109,8919,5.0,Y,Yes,17,3,3,80,0,3,2,3,2,2,2,2
39,No,Travel_Rarely,1443.0,Sales,4.0,4,Medical,1,1334,3,Male,52,3,3,Laboratory Technician,4,Divorced,10925,25844,1.0,Y,Yes,11,3,4,80,0,7,6,2,7,2,7,2
41,No,Travel_Rarely,565.0,Research & Development,1.0,2,Medical,1,1335,1,Male,50,3,1,Sales Executive,1,Single,5443,21536,2.0,Y,Yes,16,3,1,80,0,9,1,3,8,8,1,8
54,No,Non-Travel,558.0,Sales,1.0,4,Life Sciences,1,1336,1,Male,48,3,4,Research Director,4,Married,13570,21663,5.0,Y,No,13,4,1,80,0,12,2,3,2,0,0,2
41,No,Travel_Rarely,1099.0,Human Resources,2.0,4,Medical,1,1337,4,Male,55,3,2,Sales Executive,3,Divorced,7558,10383,2.0,Y,No,13,3,2,80,2,23,2,4,23,8,1,2
43,No,Travel_Rarely,580.0,Research & Development,20.0,4,Technical Degree,1,1338,2,Male,71,3,3,Manufacturing Director,4,Divorced,10766,25804,2.0,Y,No,14,3,2,80,1,11,2,3,3,0,2,3
60,Yes,Travel_Rarely,669.0,Research & Development,15.0,4,Medical,1,1339,2,Female,86,3,3,Manufacturing Director,2,Divorced,10528,12245,3.0,Y,No,14,3,4,80,1,19,2,1,3,1,3,3
35,Yes,Non-Travel,404.0,Research & Development,9.0,3,Life Sciences,1,1340,4,Male,59,3,2,Manager,2,Married,7105,12062,4.0,Y,No,17,3,4,80,1,4,1,3,4,1,0,4
30,No,Travel_Rarely,290.0,Research & Development,7.0,4,Technical Degree,1,1341,3,Male,59,3,1,Manufacturing Director,4,Divorced,6071,25451,2.0,Y,Yes,15,3,2,80,1,12,5,2,8,8,6,0
41,No,Travel_Rarely,1310.0,Research & Development,3.0,3,Marketing,1,1342,4,Male,93,3,3,Healthcare Representative,4,Married,7912,20946,2.0,Y,No,18,3,3,80,0,23,3,3,23,3,3,1
41,No,Travel_Rarely,238.0,Research & Development,6.0,2,Medical,1,1343,1,Female,54,3,2,Laboratory Technician,3,Married,10733,9287,2.0,Y,No,19,3,3,80,1,6,6,3,5,3,4,0
32,No,Travel_Rarely,330.0,Research & Development,4.0,1,Life Sciences,1,1344,2,Male,41,3,2,Laboratory Technician,3,Single,8143,18310,4.0,Y,No,16,3,3,80,0,7,5,3,2,1,2,1
28,No,Travel_Rarely,1254.0,Sales,1.0,4,Medical,1,1345,4,Female,54,3,2,Healthcare Representative,3,Single,8998,10819,3.0,Y,No,17,3,1,80,0,4,3,3,2,0,0,2
58,No,Travel_Rarely,,Research & Development,16.0,3,Life Sciences,1,1346,4,Female,32,3,4,Laboratory Technician,1,Married,15605,17510,1.0,Y,No,22,3,2,80,2,9,2,2,4,4,1,4
40,No,Travel_Rarely,403.0,Research & Development,14.0,3,Life Sciences,1,1347,4,Female,55,2,3,Laboratory Technician,1,Single,9825,5510,6.0,Y,No,11,3,1,80,1,2,2,3,1,1,0,0
30,No,Travel_Rarely,1264.0,Research & Development,7.0,4,Medical,1,1348,3,Male,92,3,2,Sales Executive,1,Married,6254,3096,3.0,Y,No,19,4,4,80,1,12,6,3,3,3,3,1
45,No,Non-Travel,1115.0,Sales,29.0,3,Technical Degree,1,1349,2,Female,86,4,3,Research Scientist,1,Divorced,9241,26097,2.0,Y,No,21,3,3,80,0,18,3,3,4,2,2,1
36,No,Travel_Rarely,543.0,Research & Development,12.0,3,Life Sciences,1,1350,3,Male,92,1,1,Research Scientist,4,Divorced,4255,3880,8.0,Y,Yes,17,3,4,80,1,18,4,3,18,4,2,4
35,No,Travel_Rarely,212.0,Research & Development,,3,Technical Degree,1,1351,1,Male,51,2,1,Sales Executive,3,Single,5958,12087,4.0,Y,Yes,22,3,4,80,3,17,6,3,17,2,2,0
42,No,Travel_Rarely,1187.0,Sales,9.0,3,Technical Degree,1,1352,2,Male,59,4,4,Research Scientist,3,Divorced,13249,6957,4.0,Y,No,21,3,2,80,2,17,2,3,13,3,6,0
25,No,Travel_Rarely,1052.0,Research & Development,2.0,4,Life Sciences,1,1353,3,Male,89,3,1,Sales Executive,1,Single,5794,2466,1.0,Y,No,14,3,1,80,1,7,5,3,6,4,3,2
40,No,Travel_Rarely,734.0,Sales,2.0,3,Life Sciences,1,1354,1,Male,82,3,3,Laboratory Technician,4,Married,6837,20764,1.0,Y,No,14,4,2,80,1,14,4,4,13,3,8,5
54,No,Travel_Rarely,484.0,Research & Development,11.0,3,Medical,1,1355,2,Male,42,3,4,Healthcare Representative,1,Divorced,13605,9144,2.0,Y,No,17,3,3,80,0,12,3,1,0,0,0,0
41,No,Travel_Rarely,588.0,Research & Development,2.0,4,Marketing,1,1356,1,Male,89,3,2,Laboratory Technician,1,Single,10000,21976,3.0,Y,No,13,3,3,80,0,6,6,2,1,1,1,1
34,No,Travel_Frequently,483.0,Sales,4.0,4,Life Sciences,1,1357,2,Male,37,3,1,Manufacturing Director,4,Single,4392,15784,2.0,Y,No,25,3,1,80,0,2,3,3,1,1,0,1
32,No,Travel_Rarely,1350.0,Sales,,4,Medical,1,1358,4,Male,47,4,1,Sales Executive,1,Single,3207,18213,6.0,Y,Yes,18,3,1,80,1,8,2,2,4,1,1,4
33,No,Travel_Rarely,386.0,Sales,,1,Medical,1,1359,4,Female,67,3,3,Sales Executive,4,Married,9917,18747,3.0,Y,No,15,3,3,80,2,10,2,2,3,3,3,2
35,Yes,Travel_Frequently,735.0,Research & Development,3.0,4,Marketing,1,1360,1,Male,75,3,1,Manufacturing Director,2,Divorced,1009,6877,2.0,Y,No,11,3,4,80,2,6,3,2,3,3,3,3
34,No,Travel_Rarely,997.0,Sales,6.0,3,Medical,1,1361,2,Female,85,2,1,Manager,4,Single,2878,13447,0.0,Y,No,16,3,1,80,0,3,4,3,1,1,1,1
45,Yes,Travel_Frequently,179.0,Research & Development,1.0,1,Life Sciences,1,1362,4,Male,81,3,1,Healthcare Representative,1,Single,6603,21460,1.0,Y,Yes,11,3,4,80,0,19,2,3,6,2,6,6
21,No,Travel_Rarely,803.0,Sales,19.0,3,Life Sciences,1,1363,1,Male,49,4,1,Manufacturing Director,2,Married,3651,7927,2.0,Y,No,18,3,2,80,0,3,2,3,1,1,1,0
45,No,Travel_Rarely,988.0,Sales,5.0,4,Life Sciences,1,1364,4,Male,55,4,3,Healthcare Representative,3,Single,10263,4919,1.0,Y,No,11,3,1,80,1,3,1,2,0,0,0,0
34,No,Travel_Rarely,839.0,Research & Development,1.0,3,Other,1,1365,1,Male,80,3,1,Healthcare Representative,3,Married,1009,12419,4.0,Y,Yes,20,3,2,80,1,6,3,3,2,2,2,2
